s_number,date,site,area,site_type,type_of_visitor,number_of_visitors,note
318,2012-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11189,
319,2012-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11910,
320,2012-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,12001,
321,2013-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,12510,
322,2013-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11251,
323,2013-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11591,
324,2013-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,12513,
325,2013-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,14513,
326,2013-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,12513,
327,2013-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,13297,
328,2013-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,12182,
329,2013-09-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,12402,
330,2013-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11402,
331,2013-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,10293,
332,2013-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,9641,
333,2014-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,4465,
334,2014-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,4284,
335,2014-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,9747,
336,2014-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11916,
337,2014-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,8128,
338,2014-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,11916,
339,2014-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,6511,
340,2014-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,National,16698,
341,2009-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,53,
342,2009-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,62,
343,2009-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,102,
344,2009-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,228,
345,2009-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,156,
346,2009-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,51,
347,2009-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,78,
348,2009-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,113,
349,2009-09-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,142,
350,2009-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,153,
351,2009-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,133,
352,2009-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,137,
353,2010-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,208,
354,2010-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,125,
355,2010-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,417,
356,2010-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,379,
357,2010-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,44,
358,2010-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,66,
359,2010-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,150,
360,2010-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,100,
361,2010-09-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,402,
362,2010-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,250,
363,2010-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,150,
364,2010-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,250,
365,2011-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,100,
366,2011-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,100,
367,2011-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,250,
368,2011-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,180,
369,2011-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,141,
370,2011-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,134,
371,2011-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,612,
372,2011-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,339,
373,2011-09-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,152,
374,2011-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,199,
375,2011-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,235,
376,2011-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,245,
377,2012-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,312,
378,2012-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,151,
379,2012-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,199,
380,2012-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,201,
381,2012-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,255,
382,2012-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,243,
383,2012-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,311,
384,2012-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,233,
385,2012-09-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,299,
386,2012-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,327,
387,2012-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,275,
388,2012-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,328,
389,2013-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,355,
390,2013-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,315,
391,2013-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,422,
392,2013-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,312,
393,2013-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,325,
394,2013-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,225,
395,2013-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,325,
396,2013-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,310,
397,2013-09-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,311,
398,2013-10-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,315,
399,2013-11-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,301,
400,2013-12-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,299,
401,2014-01-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,181,
402,2014-02-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,113,
403,2014-03-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,195,
404,2014-04-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,199,
405,2014-05-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,135,
406,2014-06-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,177,
407,2014-07-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,193,
408,2014-08-01,"Taxila Museum, Taxila, Rawalpindi",Punjab,Museum,Foreigner,139,
409,2009-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3828,
410,2009-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,5831,
411,2009-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3578,
412,2009-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2467,
413,2009-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2631,
414,2009-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2954,
415,2009-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2819,
416,2009-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2995,
417,2009-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,9739,
418,2009-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3419,
419,2009-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,10283,
420,2009-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,5145,
421,2010-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3950,
422,2010-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4687,
423,2010-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4796,
424,2010-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4127,
425,2010-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3153,
426,2010-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2984,
427,2010-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3272,
428,2010-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4971,
429,2010-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,9065,
430,2010-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4584,
431,2010-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,10641,
432,2010-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4988,
433,2011-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4580,
434,2011-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3921,
435,2011-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,5804,
436,2011-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4811,
437,2011-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2184,
438,2011-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4036,
439,2011-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2833,
440,2011-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4908,
441,2011-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,8148,
442,2011-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3708,
443,2011-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,9794,
444,2011-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,5095,
445,2012-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4661,
446,2012-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3868,
447,2012-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,6025,
448,2012-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,5310,
449,2012-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4125,
450,2012-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3978,
451,2012-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,5246,
452,2012-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,8061,
453,2012-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,8863,
454,2012-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,8180,
455,2012-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,7404,
456,2012-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,6755,
457,2013-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3659,
458,2013-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4735,
459,2013-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4492,
460,2013-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4632,
461,2013-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,6948,
462,2013-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,3416,
463,2013-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2809,
464,2013-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,6831,
465,2013-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,2493,
466,2013-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,15957,
467,2013-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,8147,
468,2013-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,15139,
469,2014-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,6767,
470,2014-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,7568,
471,2014-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,7664,
472,2014-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,9584,
473,2014-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,1949,
474,2014-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,4543,
475,2014-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,16849,
476,2014-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,National,8810,
477,2009-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,60,
478,2009-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,27,
479,2009-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,21,
480,2009-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,15,
481,2009-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,23,
482,2009-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,13,
483,2009-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,13,
484,2009-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,9,
485,2009-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,21,
486,2009-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,19,
487,2009-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,19,
488,2009-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,48,
489,2010-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,19,
490,2010-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,25,
491,2010-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,28,
492,2010-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,19,
493,2010-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,10,
494,2010-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,5,
495,2010-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,7,
496,2010-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,9,
497,2010-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,10,
498,2010-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,27,
499,2010-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,27,
500,2010-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,28,
501,2011-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,21,
502,2011-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,27,
503,2011-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,27,
504,2011-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,22,
505,2011-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,9,
506,2011-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,9,
507,2011-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,6,
508,2011-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,3,
509,2011-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,13,
510,2011-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,3,
511,2011-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,25,
512,2011-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,29,
513,2012-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,14,
514,2012-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,17,
515,2012-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,19,
516,2012-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,10,
517,2012-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,3,
518,2012-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,3,
519,2012-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,9,
520,2012-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,2,
521,2012-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,6,
522,2012-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,17,
523,2012-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,6,
524,2012-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,13,
525,2013-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,11,
526,2013-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,32,
527,2013-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,22,
528,2013-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,5,
529,2013-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,9,
530,2013-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,2,
531,2013-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,25,
532,2013-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,13,
533,2013-09-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,14,
534,2013-10-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,15,
535,2013-11-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,17,
536,2013-12-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,30,
537,2014-01-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,37,
538,2014-02-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,35,
539,2014-03-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,50,
540,2014-04-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,14,
541,2014-05-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,7,
542,2014-06-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,3,
543,2014-07-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,8,
544,2014-08-01,"Harappa Museum, Sahiwal",Punjab,Museum,Foreigner,4,
545,2009-01-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1800,
546,2009-02-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2617,
547,2009-03-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2740,
548,2009-04-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2607,
549,2009-05-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2750,
550,2009-06-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2816,
551,2009-07-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2880,
552,2009-08-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2941,
553,2009-09-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2430,
554,2009-10-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2747,
555,2009-11-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2875,
556,2009-12-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,3005,
557,2010-01-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2657,
558,2010-02-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,3140,
559,2010-03-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2527,
560,2010-04-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2762,
561,2010-05-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2369,
562,2010-06-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2559,
563,2010-07-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2286,
564,2010-08-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1363,
565,2010-09-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1410,
566,2010-10-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1921,
567,2010-11-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2563,
568,2010-12-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2636,
569,2011-01-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2516,
570,2011-02-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2229,
571,2011-03-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2776,
572,2011-04-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2525,
573,2011-05-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2195,
574,2011-06-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1936,
575,2011-07-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2330,
576,2011-08-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2433,
577,2011-09-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2606,
578,2011-10-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2950,
579,2011-11-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,3650,
580,2011-12-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,3253,
581,2012-01-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2687,
582,2012-02-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2217,
583,2012-03-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2111,
584,2012-04-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,2076,
585,2012-05-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1348,
586,2012-06-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1097,
587,2012-07-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1097,
588,2012-08-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1214,
589,2012-09-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,1061,
590,2012-10-01,"Javed Manzil (Allama Iqbal Museum), Lahore",Punjab,Museum,National,985,
